ADMIN2,CONTINENT,INCOME_GRP,count,geometry,rate,source,source_country,orientation
Armenia,Asia,4. Lower middle income,2,"list(list(c(44.8671875, 45.031640625, 45.07646484375, 45.124609375, 45.1486328125, 45.15283203125, 45.17255859375, 45.2525390625, 45.28828125, 45.34990234375, 45.4568359375, 45.6107421875, 45.68740234375, 45.75048828125, 45.78447265625, 45.796484375, 45.7841796875, 45.76630859375, 45.7986328125, 45.925, 45.97744140625, 45.95185546875, 46.0458984375, 46.07744140625, 46.114453125, 46.1701171875, 46.3177734375, 46.490625, 46.48671875, 46.48984375, 46.475390625, 46.40146484375, 46.40029296875, 46.4203125, 
46.4771484375, 46.55, 46.584765625, 46.506640625, 46.4373046875, 46.37841796875, 46.365234375, 46.36513671875, 46.37763671875, 46.478125, 46.4880859375, 46.4814453125, 46.3216796875, 46.20205078125, 46.09482421875, 46.02587890625, 45.93994140625, 45.86318359375, 45.7896484375, 45.66181640625, 45.57978515625, 45.58095703125, 45.59599609375, 45.63017578125, 45.85810546875, 45.8859375, 45.90009765625, 45.93125, 45.967578125, 45.9646484375, 45.7357421875, 45.56953125, 45.45439453125, 45.376171875, 45.37890625, 
45.4013671875, 45.57939453125, 45.59140625, 45.5875, 45.5240234375, 45.44423828125, 45.419140625, 45.3689453125, 45.2734375, 45.1060546875, 45.0705078125, 45.06259765625, 45.070703125, 45.190234375, 45.18857421875, 45.15234375, 45.084765625, 45.02294921875, 45.0013671875, 44.97587890625, 44.811328125, 44.8109375, 44.84853515625, 44.84140625, 44.56484375, 44.473046875, 44.22734375, 44.146484375, 44.07724609375, 43.9091796875, 43.7931640625, 43.64501953125, 43.4919921875, 43.439453125, 43.4552734375, 
43.51748046875, 43.59169921875, 43.631640625, 43.696484375, 43.72265625, 43.712890625, 43.66787109375, 43.5693359375, 43.59375, 43.6158203125, 43.6083984375, 43.678125, 43.70986328125, 43.68330078125, 43.6662109375, 43.79169921875, 43.9419921875, 44.00537109375, 44.17802734375, 44.2892578125, 44.399609375, 44.56044921875, 44.7337890625, 44.76826171875, 44.8671875, 39.719140625, 39.76513671875, 39.742822265625, 39.696337890625, 39.656591796875, 39.582666015625, 39.57060546875, 39.595458984375, 39.565576171875, 
39.5298828125, 39.494482421875, 39.5498046875, 39.5640625, 39.562939453125, 39.54560546875, 39.488134765625, 39.417236328125, 39.378466796875, 39.3501953125, 39.28193359375, 39.243896484375, 39.178125, 39.017529296875, 38.9548828125, 38.877783203125, 38.86904296875, 38.912646484375, 38.906689453125, 38.9974609375, 39.06943359375, 39.110888671875, 39.16767578125, 39.1921875, 39.207373046875, 39.198193359375, 39.201416015625, 39.223681640625, 39.29853515625, 39.34853515625, 39.382275390625, 39.402490234375, 
39.416796875, 39.43388671875, 39.47509765625, 39.512841796875, 39.55517578125, 39.617431640625, 39.594482421875, 39.664453125, 39.7185546875, 39.7765625, 39.808349609375, 39.881103515625, 39.956201171875, 39.9775390625, 39.989013671875, 40.00283203125, 40.014208984375, 40.011279296875, 40.024853515625, 40.057080078125, 40.1046875, 40.1748046875, 40.2337890625, 40.3291015625, 40.416845703125, 40.532373046875, 40.6380859375, 40.673583984375, 40.70712890625, 40.8044921875, 40.829736328125, 40.846923828125, 
40.896728515625, 40.947998046875, 40.985693359375, 41.0048828125, 41.00625, 41.0693359375, 41.0755859375, 41.088134765625, 41.100830078125, 41.1263671875, 41.147412109375, 41.175146484375, 41.195458984375, 41.245703125, 41.290966796875, 41.277490234375, 41.259375, 41.248583984375, 41.220166015625, 41.211376953125, 41.208203125, 41.191015625, 41.213330078125, 41.203369140625, 41.18251953125, 41.158984375, 41.131103515625, 41.116650390625, 41.11552734375, 41.10712890625, 41.064697265625, 41.004833984375, 
40.968212890625, 40.92900390625, 40.794140625, 40.71953125, 40.64775390625, 40.574072265625, 40.482373046875, 40.44404296875, 40.393310546875, 40.356591796875, 40.239306640625, 40.16650390625, 40.149658203125, 40.1263671875, 40.070263671875, 40.02314453125, 40.014111328125, 40.0357421875, 40.040380859375, 39.995751953125, 39.88759765625, 39.746484375, 39.703515625, 39.719140625), c(45.00205078125, 44.96904296875, 44.95888671875, 44.96142578125, 44.9943359375, 45.02109375, 45.0287109375, 45.0236328125, 
45.00205078125, 41.0158203125, 41.02724609375, 41.05263671875, 41.079248046875, 41.085595703125, 41.077978515625, 41.053857421875, 41.02724609375, 41.0158203125)), list(c(45.5623046875, 45.5341796875, 45.5044921875, 45.47880859375, 45.47880859375, 45.51435546875, 45.55234375, 45.5623046875, 40.649169921875, 40.664013671875, 40.66484375, 40.64833984375, 40.606982421875, 40.599560546875, 40.616064453125, 40.649169921875)))",0.12453300124533001,Irish Times (Ireland),Ireland,Center left
